CMDLINE python mtest_dates_matplotlib.py
MEM 526.640625 1650193448.4507
MEM 526.640625 1650193448.5587
MEM 526.640625 1650193448.6677
MEM 526.640625 1650193448.7777
MEM 529.000000 1650193448.8857
MEM 529.000000 1650193448.9947
MEM 529.000000 1650193449.1037
MEM 529.000000 1650193449.2147
MEM 529.000000 1650193449.3227
MEM 536.726562 1650193449.4317
MEM 529.433594 1650193449.5417
MEM 529.433594 1650193449.6517
MEM 529.433594 1650193449.7597
MEM 529.433594 1650193449.8697
MEM 529.433594 1650193449.9777
MEM 529.433594 1650193450.0867
MEM 529.433594 1650193450.1947
MEM 529.433594 1650193450.3037
MEM 529.433594 1650193450.4127
MEM 529.433594 1650193450.5227
MEM 529.433594 1650193450.6307
MEM 108.523438 1650193450.7397
